id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1975,Chainlink,LINK,chainlink,1818,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-20T22:35:00.000Z,14.297113723462767,226096448.14187798,-26.1691,0.48504972,1.76513471,10.67491764,-0.11559916,-14.03761762,-4.21315162,8694074432.79784,0.3554,14297113723.46,,2024-07-20T22:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-21 01:38:25.396406
1,Bitcoin,BTC,bitcoin,11608,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19728456.0,19728456.0,False,,1,,,,2024-07-20T22:37:00.000Z,67110.38608931437,18922164305.764534,-48.8311,0.08758188,0.23930682,14.67423082,3.2593147,-4.17124541,3.32198583,1323984299106.0505,54.1244,1409318107875.6,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:37.263292
1027,Ethereum,ETH,ethereum,9150,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120226035.25070572,120226035.25070572,True,,2,,,,2024-07-20T22:36:00.000Z,3518.6645076685277,10451083185.076597,-40.9105,0.09885356,0.0241809,11.60520253,0.08331799,-6.88600158,11.50210276,423035083134.36346,17.2944,423035083134.36,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:37.263292
825,Tether USDt,USDT,tether,92136,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,113877604814.3431,117072162581.58543,True,,3,,,,2024-07-20T22:36:00.000Z,1.0004983466493247,40443158297.70269,-37.191,-0.01815046,-0.00671065,0.02771754,0.10971954,0.07329405,0.032209,113934355337.13544,4.6578,117130505101.54,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-21 01:38:37.263292
1839,BNB,BNB,bnb,2196,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147581818.18378383,147581818.18378383,False,,4,,,,2024-07-20T22:36:00.000Z,594.4497262759417,1592166058.5689857,-22.3574,-0.0530161,0.06299804,12.44446761,0.36629259,-3.41978017,2.4345779,87729971422.65608,3.5866,87729971422.66,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:37.263292
5426,Solana,SOL,solana,707,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464348013.2231127,580595114.1207736,True,,5,,,,2024-07-20T22:36:00.000Z,173.96985294705692,1894930898.4705482,-47.8209,0.27441093,2.8959914,24.73760114,30.03691006,-2.31189268,16.21995967,80782555576.68295,3.3025,101006046625.37,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:37.263292
3408,USDC,USDC,usd-coin,21075,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,34119133671.382397,34119133671.382397,False,,6,,,,2024-07-20T22:36:00.000Z,0.9999701440059768,3878381895.311935,-48.1688,-0.01221646,-0.00716309,-0.00444037,-0.00402747,-0.00946769,-0.00288396,34118115010.73143,1.3948,34118115010.73,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-21 01:38:37.263292
52,XRP,XRP,xrp,1355,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55909481874.0,99987431729.0,False,,7,,,,2024-07-20T22:37:00.000Z,0.5960820364388576,1560138939.4918723,-32.7467,0.7254393,3.520165,13.30486864,21.85968263,11.46618151,13.26050195,33326637811.695316,1.3624,59608203643.89,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:37.263292
74,Dogecoin,DOGE,dogecoin,1025,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145198436383.70523,145198436383.70523,True,,8,,,,2024-07-20T22:37:00.000Z,0.13409518104139018,1108897901.6427047,55.8834,0.29616177,6.96695252,20.46546157,7.67423429,-20.19593418,-15.58390073,19470410613.79973,0.7959,19470410613.8,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:37.263292
11419,Toncoin,TON,toncoin,466,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2514790901.1544957,5109277595.225424,True,,9,3414166606.0,24862806605.679047,,2024-07-20T22:36:00.000Z,7.2822476097052675,138818963.38686007,-29.7899,0.04318903,-0.17081576,0.05325614,1.51146972,14.94210174,18.53982682,18313330028.84088,0.7487,37207024555.15,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:37.263292
2010,Cardano,ADA,cardano,1214,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35889906639.389,37062184769.149,False,,10,,,,2024-07-20T22:36:00.000Z,0.43789815009196004,251186526.4431564,-26.226,0.50969857,-0.43078446,-0.29257718,13.64240339,-11.25789201,-12.6435868,15716123724.361597,0.6425,19705416754.14,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:37.263292
1958,TRON,TRX,tron,1001,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87089141743.13487,87089149669.95306,True,,11,71659659264.0,9649359649.699764,,2024-07-20T22:36:00.000Z,0.13465539396650966,229324052.04421136,-23.9171,0.1129309,-0.01796719,-4.11824064,15.22770055,8.98240426,20.85104891,11727022691.627028,0.4794,11727023759.02,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:37.263292
5805,Avalanche,AVAX,avalanche,754,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394753425.20547134,444099795.20547134,False,,12,,,,2024-07-20T22:36:00.000Z,29.026976214439458,242293950.27084494,-27.9421,0.99726692,2.95860306,13.3268251,4.93275857,-29.34772023,-21.95999405,11458498284.007723,0.4684,20776021041.93,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:37.263292
5994,Shiba Inu,SHIB,shiba-inu,847,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270679731197.0,589519188836789.6,False,,13,,,,2024-07-20T22:36:00.000Z,1.815470619114824e-05,436910949.9768154,-27.1468,0.45038204,1.39615149,7.24438752,0.09926699,-28.98245265,-31.171784,10698036057.578093,0.4374,10702547667.38,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-21 01:38:37.263292
6636,Polkadot,DOT,polkadot-new,794,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1471278872.153183,9321746084.891645,,2024-07-20T22:37:00.000Z,6.3358118310021565,116057439.86801216,-30.8446,0.23220566,0.04684554,1.9325701,11.72985709,-16.58836126,-11.34876329,9110602362.892498,0.3724,9110602362.89,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:37.263292
1975,Chainlink,LINK,chainlink,1818,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-20T22:36:00.000Z,14.296846453471858,226253590.10180342,-26.1128,0.47825308,1.76001624,10.7039183,-0.12367239,-14.03526217,-4.22193362,8693911905.924265,0.3554,14296846453.47,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-21 01:38:37.263292
1,Bitcoin,BTC,bitcoin,11608,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19728456.0,19728456.0,False,,1,,,,2024-07-20T22:37:00.000Z,67110.38608931437,18922164305.764534,-48.8311,0.08758188,0.23930682,14.67423082,3.2593147,-4.17124541,3.32198583,1323984299106.0505,54.1244,1409318107875.6,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:48.165678
1027,Ethereum,ETH,ethereum,9150,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120226035.25070572,120226035.25070572,True,,2,,,,2024-07-20T22:36:00.000Z,3518.6645076685277,10451083185.076597,-40.9105,0.09885356,0.0241809,11.60520253,0.08331799,-6.88600158,11.50210276,423035083134.36346,17.2944,423035083134.36,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:48.165678
825,Tether USDt,USDT,tether,92136,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,113877604814.3431,117072162581.58543,True,,3,,,,2024-07-20T22:36:00.000Z,1.0004983466493247,40443158297.70269,-37.191,-0.01815046,-0.00671065,0.02771754,0.10971954,0.07329405,0.032209,113934355337.13544,4.6578,117130505101.54,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-21 01:38:48.165678
1839,BNB,BNB,bnb,2196,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147581818.18378383,147581818.18378383,False,,4,,,,2024-07-20T22:36:00.000Z,594.4497262759417,1592166058.5689857,-22.3574,-0.0530161,0.06299804,12.44446761,0.36629259,-3.41978017,2.4345779,87729971422.65608,3.5866,87729971422.66,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:48.165678
5426,Solana,SOL,solana,707,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464348013.2231127,580595114.1207736,True,,5,,,,2024-07-20T22:36:00.000Z,173.96985294705692,1894930898.4705482,-47.8209,0.27441093,2.8959914,24.73760114,30.03691006,-2.31189268,16.21995967,80782555576.68295,3.3025,101006046625.37,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:48.165678
3408,USDC,USDC,usd-coin,21075,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,34119133671.382397,34119133671.382397,False,,6,,,,2024-07-20T22:36:00.000Z,0.9999701440059768,3878381895.311935,-48.1688,-0.01221646,-0.00716309,-0.00444037,-0.00402747,-0.00946769,-0.00288396,34118115010.73143,1.3948,34118115010.73,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-21 01:38:48.165678
52,XRP,XRP,xrp,1355,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55909481874.0,99987431729.0,False,,7,,,,2024-07-20T22:37:00.000Z,0.5960820364388576,1560138939.4918723,-32.7467,0.7254393,3.520165,13.30486864,21.85968263,11.46618151,13.26050195,33326637811.695316,1.3624,59608203643.89,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:48.165678
74,Dogecoin,DOGE,dogecoin,1025,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145198436383.70523,145198436383.70523,True,,8,,,,2024-07-20T22:37:00.000Z,0.13409518104139018,1108897901.6427047,55.8834,0.29616177,6.96695252,20.46546157,7.67423429,-20.19593418,-15.58390073,19470410613.79973,0.7959,19470410613.8,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:48.165678
11419,Toncoin,TON,toncoin,466,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2514790901.1544957,5109277595.225424,True,,9,3414166606.0,24862806605.679047,,2024-07-20T22:36:00.000Z,7.2822476097052675,138818963.38686007,-29.7899,0.04318903,-0.17081576,0.05325614,1.51146972,14.94210174,18.53982682,18313330028.84088,0.7487,37207024555.15,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:48.165678
2010,Cardano,ADA,cardano,1214,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35889906639.389,37062184769.149,False,,10,,,,2024-07-20T22:36:00.000Z,0.43789815009196004,251186526.4431564,-26.226,0.50969857,-0.43078446,-0.29257718,13.64240339,-11.25789201,-12.6435868,15716123724.361597,0.6425,19705416754.14,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:48.165678
1958,TRON,TRX,tron,1001,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87089141743.13487,87089149669.95306,True,,11,71659659264.0,9649359649.699764,,2024-07-20T22:36:00.000Z,0.13465539396650966,229324052.04421136,-23.9171,0.1129309,-0.01796719,-4.11824064,15.22770055,8.98240426,20.85104891,11727022691.627028,0.4794,11727023759.02,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:48.165678
5805,Avalanche,AVAX,avalanche,754,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394753425.20547134,444099795.20547134,False,,12,,,,2024-07-20T22:36:00.000Z,29.026976214439458,242293950.27084494,-27.9421,0.99726692,2.95860306,13.3268251,4.93275857,-29.34772023,-21.95999405,11458498284.007723,0.4684,20776021041.93,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:48.165678
5994,Shiba Inu,SHIB,shiba-inu,847,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270679731197.0,589519188836789.6,False,,13,,,,2024-07-20T22:36:00.000Z,1.815470619114824e-05,436910949.9768154,-27.1468,0.45038204,1.39615149,7.24438752,0.09926699,-28.98245265,-31.171784,10698036057.578093,0.4374,10702547667.38,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-21 01:38:48.165678
6636,Polkadot,DOT,polkadot-new,794,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1471278872.153183,9321746084.891645,,2024-07-20T22:37:00.000Z,6.3358118310021565,116057439.86801216,-30.8446,0.23220566,0.04684554,1.9325701,11.72985709,-16.58836126,-11.34876329,9110602362.892498,0.3724,9110602362.89,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:48.165678
1975,Chainlink,LINK,chainlink,1818,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-20T22:36:00.000Z,14.296846453471858,226253590.10180342,-26.1128,0.47825308,1.76001624,10.7039183,-0.12367239,-14.03526217,-4.22193362,8693911905.924265,0.3554,14296846453.47,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-21 01:38:48.165678
1,Bitcoin,BTC,bitcoin,11608,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19728456.0,19728456.0,False,,1,,,,2024-07-20T22:37:00.000Z,67110.38608931437,18922164305.764534,-48.8311,0.08758188,0.23930682,14.67423082,3.2593147,-4.17124541,3.32198583,1323984299106.0505,54.1244,1409318107875.6,,2024-07-20T22:37:00.000Z,,,,,,2024-07-21 01:38:58.592922
1027,Ethereum,ETH,ethereum,9150,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120226035.25070572,120226035.25070572,True,,2,,,,2024-07-20T22:36:00.000Z,3518.6645076685277,10451083185.076597,-40.9105,0.09885356,0.0241809,11.60520253,0.08331799,-6.88600158,11.50210276,423035083134.36346,17.2944,423035083134.36,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:58.592922
825,Tether USDt,USDT,tether,92136,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,113877604814.3431,117072162581.58543,True,,3,,,,2024-07-20T22:36:00.000Z,1.0004983466493247,40443158297.70269,-37.191,-0.01815046,-0.00671065,0.02771754,0.10971954,0.07329405,0.032209,113934355337.13544,4.6578,117130505101.54,,2024-07-20T22:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-21 01:38:58.592922
1839,BNB,BNB,bnb,2196,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147581818.18378383,147581818.18378383,False,,4,,,,2024-07-20T22:36:00.000Z,594.4497262759417,1592166058.5689857,-22.3574,-0.0530161,0.06299804,12.44446761,0.36629259,-3.41978017,2.4345779,87729971422.65608,3.5866,87729971422.66,,2024-07-20T22:36:00.000Z,,,,,,2024-07-21 01:38:58.592922
